order_id,tanggal,kategori,kota,unit_terjual,harga_satuan,metode_pembayaran
ORD-1281,2026-07-13T00:00:00.000000,Elektronik,Yogyakarta,3,500000,Transfer Bank
ORD-1282,2026-07-10T00:00:00.000000,Rumah Tangga,Magelang,5,75000,Transfer Bank
ORD-1283,2026-07-03T00:00:00.000000,Elektronik,Solo,2,25000,E-Wallet
ORD-1284,2026-07-02T00:00:00.000000,Elektronik,Yogyakarta,3,25000,Kartu Kredit
ORD-1285,2026-07-08T00:00:00.000000,Rumah Tangga,Yogyakarta,2,250000,Kartu Kredit
ORD-1286,2026-07-29T00:00:00.000000,Rumah Tangga,Magelang,4,500000,Kartu Kredit
ORD-1287,2026-07-11T00:00:00.000000,Fashion,Solo,6,500000,Transfer Bank
ORD-1288,2026-07-04T00:00:00.000000,Fashion,Semarang,2,25000,COD
ORD-1289,2026-07-25T00:00:00.000000,Rumah Tangga,Purworejo,4,250000,Kartu Kredit
ORD-1290,2026-07-31T00:00:00.000000,Fashion,Magelang,1,150000,COD
ORD-1291,2026-07-20T00:00:00.000000,Fashion,Solo,8,25000,E-Wallet
ORD-1292,2026-07-12T00:00:00.000000,Makanan & Minuman,Solo,4,50000,Kartu Kredit
ORD-1293,2026-07-15T00:00:00.000000,Makanan & Minuman,Purworejo,6,100000,E-Wallet
ORD-1294,2026-07-01T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,3,250000,E-Wallet
ORD-1295,2026-07-14T00:00:00.000000,Fashion,Solo,8,75000,COD
ORD-1296,2026-07-29T00:00:00.000000,Elektronik,Yogyakarta,6,50000,COD
ORD-1297,2026-07-07T00:00:00.000000,Elektronik,Purworejo,1,50000,COD
ORD-1298,2026-07-12T00:00:00.000000,Fashion,Purworejo,6,50000,Kartu Kredit
ORD-1299,2026-07-26T00:00:00.000000,Rumah Tangga,Yogyakarta,2,100000,Transfer Bank
ORD-1300,2026-07-11T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,7,75000,E-Wallet
ORD-1301,2026-07-06T00:00:00.000000,Makanan & Minuman,Yogyakarta,1,25000,Kartu Kredit
ORD-1302,2026-07-15T00:00:00.000000,Kesehatan & Kecantikan,Magelang,6,75000,E-Wallet
ORD-1303,2026-07-23T00:00:00.000000,Fashion,Purworejo,5,250000,E-Wallet
ORD-1304,2026-07-01T00:00:00.000000,Rumah Tangga,Solo,6,75000,Transfer Bank
ORD-1305,2026-07-20T00:00:00.000000,Fashion,Semarang,5,500000,E-Wallet
ORD-1306,2026-07-11T00:00:00.000000,Elektronik,Solo,4,75000,Kartu Kredit
ORD-1307,2026-07-06T00:00:00.000000,Makanan & Minuman,Magelang,8,250000,Transfer Bank
ORD-1308,2026-07-19T00:00:00.000000,Makanan & Minuman,Solo,8,500000,Kartu Kredit
ORD-1309,2026-07-12T00:00:00.000000,Rumah Tangga,Magelang,3,250000,Transfer Bank
ORD-1310,2026-07-10T00:00:00.000000,Fashion,Semarang,1,500000,Transfer Bank
ORD-1311,2026-07-05T00:00:00.000000,Elektronik,Magelang,6,250000,Transfer Bank
ORD-1312,2026-07-17T00:00:00.000000,Fashion,Semarang,1,75000,Transfer Bank
ORD-1313,2026-07-13T00:00:00.000000,Rumah Tangga,Purworejo,5,150000,Kartu Kredit
ORD-1314,2026-07-01T00:00:00.000000,Kesehatan & Kecantikan,Magelang,9,250000,Kartu Kredit
ORD-1315,2026-07-31T00:00:00.000000,Makanan & Minuman,Semarang,3,150000,Kartu Kredit
ORD-1316,2026-07-24T00:00:00.000000,Makanan & Minuman,Magelang,6,50000,E-Wallet
ORD-1317,2026-07-27T00:00:00.000000,Makanan & Minuman,Yogyakarta,5,75000,E-Wallet
ORD-1318,2026-07-22T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,8,500000,Transfer Bank
ORD-1319,2026-07-29T00:00:00.000000,Makanan & Minuman,Yogyakarta,2,150000,Transfer Bank
ORD-1320,2026-07-10T00:00:00.000000,Rumah Tangga,Magelang,7,25000,COD
ORD-1321,2026-07-28T00:00:00.000000,Kesehatan & Kecantikan,Magelang,4,150000,E-Wallet
ORD-1322,2026-07-08T00:00:00.000000,Kesehatan & Kecantikan,Purworejo,3,150000,Kartu Kredit
ORD-1323,2026-07-04T00:00:00.000000,Elektronik,Solo,4,100000,COD
ORD-1324,2026-07-15T00:00:00.000000,Makanan & Minuman,Magelang,3,250000,Kartu Kredit
ORD-1325,2026-07-16T00:00:00.000000,Elektronik,Semarang,3,50000,E-Wallet
ORD-1326,2026-07-14T00:00:00.000000,Rumah Tangga,Purworejo,1,25000,E-Wallet
ORD-1327,2026-07-05T00:00:00.000000,Makanan & Minuman,Solo,4,500000,Transfer Bank
ORD-1328,2026-07-06T00:00:00.000000,Fashion,Semarang,3,75000,Kartu Kredit
ORD-1329,2026-07-10T00:00:00.000000,Makanan & Minuman,Semarang,1,150000,E-Wallet
ORD-1330,2026-07-18T00:00:00.000000,Rumah Tangga,Magelang,1,75000,E-Wallet
ORD-1331,2026-07-02T00:00:00.000000,Rumah Tangga,Magelang,5,25000,Kartu Kredit
ORD-1332,2026-07-28T00:00:00.000000,Kesehatan & Kecantikan,Magelang,4,500000,E-Wallet
ORD-1333,2026-07-09T00:00:00.000000,Elektronik,Purworejo,6,150000,COD
ORD-1334,2026-07-23T00:00:00.000000,Makanan & Minuman,Solo,6,25000,E-Wallet
ORD-1335,2026-07-29T00:00:00.000000,Kesehatan & Kecantikan,Semarang,3,50000,E-Wallet
ORD-1336,2026-07-21T00:00:00.000000,Elektronik,Purworejo,2,25000,Kartu Kredit
ORD-1337,2026-07-29T00:00:00.000000,Makanan & Minuman,Solo,2,75000,Kartu Kredit
ORD-1338,2026-07-06T00:00:00.000000,Fashion,Solo,8,250000,Kartu Kredit
ORD-1339,2026-07-06T00:00:00.000000,Makanan & Minuman,Semarang,3,250000,Transfer Bank
ORD-1340,2026-07-25T00:00:00.000000,Kesehatan & Kecantikan,Semarang,6,500000,E-Wallet
ORD-1341,2026-07-07T00:00:00.000000,Elektronik,Solo,2,50000,Transfer Bank
ORD-1342,2026-07-08T00:00:00.000000,Kesehatan & Kecantikan,Solo,3,100000,Kartu Kredit
ORD-1343,2026-07-16T00:00:00.000000,Makanan & Minuman,Magelang,1,100000,Kartu Kredit
ORD-1344,2026-07-20T00:00:00.000000,Elektronik,Purworejo,3,500000,Kartu Kredit
ORD-1345,2026-07-16T00:00:00.000000,Makanan & Minuman,Semarang,6,150000,Kartu Kredit
ORD-1346,2026-07-14T00:00:00.000000,Makanan & Minuman,Purworejo,8,150000,COD
ORD-1347,2026-07-27T00:00:00.000000,Fashion,Yogyakarta,8,100000,COD
ORD-1348,2026-07-22T00:00:00.000000,Makanan & Minuman,Purworejo,6,500000,Kartu Kredit
ORD-1349,2026-07-25T00:00:00.000000,Makanan & Minuman,Magelang,5,250000,Transfer Bank
ORD-1350,2026-07-04T00:00:00.000000,Fashion,Purworejo,8,75000,E-Wallet
ORD-1351,2026-07-04T00:00:00.000000,Elektronik,Magelang,9,150000,Transfer Bank
ORD-1352,2026-07-10T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,2,500000,Transfer Bank
ORD-1353,2026-07-12T00:00:00.000000,Fashion,Yogyakarta,4,75000,E-Wallet
ORD-1354,2026-07-22T00:00:00.000000,Kesehatan & Kecantikan,Purworejo,2,250000,COD
ORD-1355,2026-07-03T00:00:00.000000,Kesehatan & Kecantikan,Semarang,7,25000,E-Wallet
ORD-1356,2026-07-23T00:00:00.000000,Makanan & Minuman,Semarang,7,50000,Transfer Bank
ORD-1357,2026-07-02T00:00:00.000000,Fashion,Purworejo,5,250000,COD
ORD-1358,2026-07-03T00:00:00.000000,Rumah Tangga,Solo,5,250000,Kartu Kredit
ORD-1359,2026-07-29T00:00:00.000000,Rumah Tangga,Semarang,6,150000,COD
ORD-1360,2026-07-25T00:00:00.000000,Makanan & Minuman,Purworejo,8,25000,Kartu Kredit
ORD-1361,2026-07-10T00:00:00.000000,Rumah Tangga,Purworejo,2,25000,COD
ORD-1362,2026-07-09T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,7,150000,Kartu Kredit
ORD-1363,2026-07-27T00:00:00.000000,Rumah Tangga,Purworejo,5,100000,COD
ORD-1364,2026-07-16T00:00:00.000000,Rumah Tangga,Magelang,5,150000,E-Wallet
ORD-1365,2026-07-17T00:00:00.000000,Rumah Tangga,Solo,8,500000,E-Wallet
ORD-1366,2026-07-31T00:00:00.000000,Rumah Tangga,Purworejo,5,50000,Transfer Bank
ORD-1367,2026-07-02T00:00:00.000000,Elektronik,Purworejo,8,500000,Kartu Kredit
ORD-1368,2026-07-01T00:00:00.000000,Makanan & Minuman,Solo,7,25000,Kartu Kredit
ORD-1369,2026-07-07T00:00:00.000000,Fashion,Semarang,7,250000,Kartu Kredit
ORD-1370,2026-07-13T00:00:00.000000,Fashion,Magelang,5,500000,Kartu Kredit
ORD-1371,2026-07-10T00:00:00.000000,Makanan & Minuman,Semarang,1,250000,E-Wallet
ORD-1372,2026-07-11T00:00:00.000000,Fashion,Purworejo,7,25000,COD
ORD-1373,2026-07-14T00:00:00.000000,Kesehatan & Kecantikan,Magelang,6,100000,COD
ORD-1374,2026-07-14T00:00:00.000000,Makanan & Minuman,Purworejo,4,25000,E-Wallet
ORD-1375,2026-07-01T00:00:00.000000,Fashion,Solo,6,150000,Kartu Kredit
ORD-1376,2026-07-26T00:00:00.000000,Rumah Tangga,Yogyakarta,4,250000,Kartu Kredit
ORD-1377,2026-07-20T00:00:00.000000,Rumah Tangga,Magelang,5,50000,COD
ORD-1378,2026-07-07T00:00:00.000000,Rumah Tangga,Purworejo,5,100000,COD
ORD-1379,2026-07-19T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,6,50000,Transfer Bank
ORD-1380,2026-07-18T00:00:00.000000,Kesehatan & Kecantikan,Solo,7,150000,Transfer Bank
ORD-1381,2026-07-10T00:00:00.000000,Elektronik,Solo,3,100000,Kartu Kredit
ORD-1382,2026-07-21T00:00:00.000000,Fashion,Magelang,4,25000,Transfer Bank
ORD-1383,2026-07-09T00:00:00.000000,Fashion,Solo,3,25000,Kartu Kredit
ORD-1384,2026-07-11T00:00:00.000000,Elektronik,Solo,2,25000,Transfer Bank
ORD-1385,2026-07-20T00:00:00.000000,Makanan & Minuman,Magelang,5,100000,Transfer Bank
ORD-1386,2026-07-10T00:00:00.000000,Makanan & Minuman,Solo,2,250000,Transfer Bank
ORD-1387,2026-07-26T00:00:00.000000,Makanan & Minuman,Magelang,6,100000,E-Wallet
ORD-1388,2026-07-19T00:00:00.000000,Fashion,Magelang,8,75000,E-Wallet
ORD-1389,2026-07-23T00:00:00.000000,Elektronik,Solo,8,150000,E-Wallet
ORD-1390,2026-07-22T00:00:00.000000,Rumah Tangga,Yogyakarta,2,50000,E-Wallet
ORD-1391,2026-07-09T00:00:00.000000,Elektronik,Solo,7,150000,E-Wallet
ORD-1392,2026-07-21T00:00:00.000000,Elektronik,Magelang,1,250000,Transfer Bank
ORD-1393,2026-07-15T00:00:00.000000,Rumah Tangga,Purworejo,9,100000,COD
ORD-1394,2026-07-24T00:00:00.000000,Fashion,Magelang,2,25000,COD
ORD-1395,2026-07-09T00:00:00.000000,Rumah Tangga,Solo,3,25000,COD
ORD-1396,2026-07-18T00:00:00.000000,Elektronik,Purworejo,7,50000,COD
ORD-1397,2026-07-17T00:00:00.000000,Kesehatan & Kecantikan,Semarang,1,25000,E-Wallet
ORD-1398,2026-07-12T00:00:00.000000,Rumah Tangga,Purworejo,9,75000,Kartu Kredit
ORD-1399,2026-07-27T00:00:00.000000,Rumah Tangga,Solo,1,150000,E-Wallet
ORD-1400,2026-07-17T00:00:00.000000,Makanan & Minuman,Magelang,3,150000,Kartu Kredit
ORD-1401,2026-07-28T00:00:00.000000,Elektronik,Purworejo,1,25000,Kartu Kredit
ORD-1402,2026-07-10T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,5,50000,Transfer Bank
ORD-1403,2026-07-26T00:00:00.000000,Rumah Tangga,Semarang,6,25000,COD
ORD-1404,2026-07-06T00:00:00.000000,Elektronik,Purworejo,8,75000,Transfer Bank
ORD-1405,2026-07-02T00:00:00.000000,Rumah Tangga,Solo,6,500000,Transfer Bank
ORD-1406,2026-07-15T00:00:00.000000,Elektronik,Magelang,6,250000,Kartu Kredit
ORD-1407,2026-07-23T00:00:00.000000,Makanan & Minuman,Purworejo,3,100000,E-Wallet
ORD-1408,2026-07-22T00:00:00.000000,Kesehatan & Kecantikan,Solo,4,75000,E-Wallet
ORD-1409,2026-07-10T00:00:00.000000,Makanan & Minuman,Solo,5,75000,E-Wallet
ORD-1410,2026-07-08T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,5,25000,Transfer Bank
ORD-1411,2026-07-01T00:00:00.000000,Elektronik,Purworejo,8,250000,COD
ORD-1412,2026-07-25T00:00:00.000000,Rumah Tangga,Semarang,3,250000,E-Wallet
ORD-1413,2026-07-06T00:00:00.000000,Elektronik,Semarang,9,75000,E-Wallet
ORD-1414,2026-07-02T00:00:00.000000,Elektronik,Purworejo,7,250000,Kartu Kredit
ORD-1415,2026-07-26T00:00:00.000000,Fashion,Semarang,9,75000,Transfer Bank
ORD-1416,2026-07-04T00:00:00.000000,Fashion,Semarang,8,100000,E-Wallet
ORD-1417,2026-07-31T00:00:00.000000,Rumah Tangga,Solo,1,75000,COD
ORD-1418,2026-07-28T00:00:00.000000,Makanan & Minuman,Solo,7,250000,COD
ORD-1419,2026-07-19T00:00:00.000000,Makanan & Minuman,Yogyakarta,1,100000,Transfer Bank
ORD-1420,2026-07-11T00:00:00.000000,Fashion,Yogyakarta,1,500000,Kartu Kredit
ORD-1421,2026-07-30T00:00:00.000000,Rumah Tangga,Yogyakarta,5,100000,COD
ORD-1422,2026-07-24T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,1,250000,Transfer Bank
ORD-1423,2026-07-14T00:00:00.000000,Kesehatan & Kecantikan,Magelang,6,50000,Kartu Kredit
ORD-1424,2026-07-26T00:00:00.000000,Rumah Tangga,Purworejo,7,150000,COD
ORD-1425,2026-07-10T00:00:00.000000,Rumah Tangga,Semarang,5,25000,COD
ORD-1426,2026-07-02T00:00:00.000000,Kesehatan & Kecantikan,Purworejo,5,150000,Kartu Kredit
ORD-1427,2026-07-25T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,1,75000,Kartu Kredit
ORD-1428,2026-07-25T00:00:00.000000,Elektronik,Semarang,2,50000,COD
ORD-1429,2026-07-21T00:00:00.000000,Fashion,Purworejo,6,250000,E-Wallet
ORD-1430,2026-07-22T00:00:00.000000,Rumah Tangga,Purworejo,7,50000,E-Wallet
ORD-1431,2026-07-26T00:00:00.000000,Rumah Tangga,Magelang,4,25000,E-Wallet
ORD-1432,2026-07-16T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,1,150000,COD
ORD-1433,2026-07-16T00:00:00.000000,Fashion,Solo,9,25000,E-Wallet
ORD-1434,2026-07-18T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,4,50000,Kartu Kredit
ORD-1435,2026-07-27T00:00:00.000000,Makanan & Minuman,Magelang,7,100000,E-Wallet
ORD-1436,2026-07-18T00:00:00.000000,Elektronik,Yogyakarta,6,500000,E-Wallet
ORD-1437,2026-07-22T00:00:00.000000,Makanan & Minuman,Solo,7,100000,COD
ORD-1438,2026-07-30T00:00:00.000000,Rumah Tangga,Yogyakarta,8,75000,COD
ORD-1439,2026-07-10T00:00:00.000000,Makanan & Minuman,Magelang,3,50000,E-Wallet
ORD-1440,2026-07-21T00:00:00.000000,Elektronik,Solo,6,25000,Transfer Bank
ORD-1441,2026-07-07T00:00:00.000000,Rumah Tangga,Magelang,7,100000,Transfer Bank
ORD-1442,2026-07-28T00:00:00.000000,Rumah Tangga,Semarang,8,100000,Kartu Kredit
ORD-1443,2026-07-26T00:00:00.000000,Kesehatan & Kecantikan,Magelang,3,250000,COD
ORD-1444,2026-07-13T00:00:00.000000,Elektronik,Yogyakarta,2,150000,E-Wallet
ORD-1445,2026-07-14T00:00:00.000000,Rumah Tangga,Yogyakarta,3,100000,E-Wallet
ORD-1446,2026-07-11T00:00:00.000000,Elektronik,Magelang,9,75000,COD
ORD-1447,2026-07-20T00:00:00.000000,Makanan & Minuman,Magelang,5,50000,E-Wallet
ORD-1448,2026-07-26T00:00:00.000000,Makanan & Minuman,Solo,6,150000,Transfer Bank
ORD-1449,2026-07-06T00:00:00.000000,Makanan & Minuman,Semarang,6,150000,Transfer Bank
ORD-1450,2026-07-24T00:00:00.000000,Rumah Tangga,Magelang,2,75000,COD
ORD-1451,2026-07-25T00:00:00.000000,Makanan & Minuman,Yogyakarta,7,150000,COD
ORD-1452,2026-07-26T00:00:00.000000,Kesehatan & Kecantikan,Magelang,9,100000,COD
ORD-1453,2026-07-06T00:00:00.000000,Kesehatan & Kecantikan,Purworejo,9,250000,Kartu Kredit
ORD-1454,2026-07-09T00:00:00.000000,Elektronik,Magelang,2,100000,Transfer Bank
ORD-1455,2026-07-06T00:00:00.000000,Fashion,Purworejo,6,75000,E-Wallet
ORD-1456,2026-07-02T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,4,500000,COD
ORD-1457,2026-07-13T00:00:00.000000,Makanan & Minuman,Solo,9,50000,Transfer Bank
ORD-1458,2026-07-17T00:00:00.000000,Fashion,Yogyakarta,6,50000,E-Wallet
ORD-1459,2026-07-17T00:00:00.000000,Makanan & Minuman,Semarang,9,75000,E-Wallet
ORD-1460,2026-07-11T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,7,250000,Transfer Bank
ORD-1461,2026-07-19T00:00:00.000000,Fashion,Purworejo,2,25000,COD
ORD-1462,2026-07-13T00:00:00.000000,Kesehatan & Kecantikan,Solo,5,50000,COD
ORD-1463,2026-07-03T00:00:00.000000,Elektronik,Semarang,8,75000,Transfer Bank
ORD-1464,2026-07-26T00:00:00.000000,Kesehatan & Kecantikan,Solo,6,75000,Kartu Kredit
ORD-1465,2026-07-11T00:00:00.000000,Rumah Tangga,Magelang,3,50000,E-Wallet
ORD-1466,2026-07-13T00:00:00.000000,Elektronik,Solo,7,75000,E-Wallet
ORD-1467,2026-07-25T00:00:00.000000,Elektronik,Magelang,3,50000,Kartu Kredit
ORD-1468,2026-07-27T00:00:00.000000,Fashion,Yogyakarta,9,25000,COD
ORD-1469,2026-07-08T00:00:00.000000,Fashion,Semarang,7,50000,Transfer Bank
ORD-1470,2026-07-03T00:00:00.000000,Fashion,Semarang,3,100000,E-Wallet
ORD-1471,2026-07-14T00:00:00.000000,Rumah Tangga,Purworejo,7,75000,E-Wallet
ORD-1472,2026-07-08T00:00:00.000000,Rumah Tangga,Magelang,2,25000,Transfer Bank
ORD-1473,2026-07-17T00:00:00.000000,Makanan & Minuman,Purworejo,6,50000,Transfer Bank
ORD-1474,2026-07-17T00:00:00.000000,Rumah Tangga,Purworejo,9,75000,Kartu Kredit
ORD-1475,2026-07-28T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,5,50000,COD
ORD-1476,2026-07-23T00:00:00.000000,Rumah Tangga,Solo,2,50000,E-Wallet
ORD-1477,2026-07-06T00:00:00.000000,Rumah Tangga,Magelang,3,500000,E-Wallet
ORD-1478,2026-07-18T00:00:00.000000,Rumah Tangga,Semarang,7,150000,Transfer Bank
ORD-1479,2026-07-26T00:00:00.000000,Fashion,Magelang,5,150000,COD
ORD-1480,2026-07-09T00:00:00.000000,Kesehatan & Kecantikan,Purworejo,4,75000,E-Wallet
ORD-1481,2026-07-17T00:00:00.000000,Kesehatan & Kecantikan,Semarang,2,100000,E-Wallet
ORD-1482,2026-07-02T00:00:00.000000,Makanan & Minuman,Purworejo,9,50000,E-Wallet
ORD-1483,2026-07-31T00:00:00.000000,Fashion,Solo,6,150000,Transfer Bank
ORD-1484,2026-07-24T00:00:00.000000,Makanan & Minuman,Yogyakarta,9,500000,E-Wallet
ORD-1485,2026-07-02T00:00:00.000000,Fashion,Magelang,8,250000,COD
ORD-1486,2026-07-31T00:00:00.000000,Elektronik,Purworejo,9,25000,E-Wallet
ORD-1487,2026-07-29T00:00:00.000000,Makanan & Minuman,Solo,1,500000,Kartu Kredit
ORD-1488,2026-07-02T00:00:00.000000,Makanan & Minuman,Semarang,8,250000,Transfer Bank
ORD-1489,2026-07-09T00:00:00.000000,Makanan & Minuman,Yogyakarta,3,50000,Kartu Kredit
ORD-1490,2026-07-04T00:00:00.000000,Rumah Tangga,Yogyakarta,7,250000,COD
ORD-1491,2026-07-12T00:00:00.000000,Rumah Tangga,Purworejo,8,150000,COD
ORD-1492,2026-07-23T00:00:00.000000,Makanan & Minuman,Solo,4,100000,Kartu Kredit
ORD-1493,2026-07-17T00:00:00.000000,Elektronik,Magelang,5,75000,E-Wallet
ORD-1494,2026-07-29T00:00:00.000000,Rumah Tangga,Solo,2,50000,COD
ORD-1495,2026-07-20T00:00:00.000000,Makanan & Minuman,Solo,9,50000,Kartu Kredit
ORD-1496,2026-07-21T00:00:00.000000,Fashion,Semarang,8,100000,E-Wallet
ORD-1497,2026-07-22T00:00:00.000000,Kesehatan & Kecantikan,Semarang,8,150000,E-Wallet
ORD-1498,2026-07-27T00:00:00.000000,Makanan & Minuman,Semarang,1,150000,Kartu Kredit
ORD-1499,2026-07-10T00:00:00.000000,Kesehatan & Kecantikan,Semarang,4,250000,COD
ORD-1500,2026-07-01T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,5,100000,COD
ORD-1501,2026-07-11T00:00:00.000000,Rumah Tangga,Magelang,6,150000,Kartu Kredit
ORD-1502,2026-07-26T00:00:00.000000,Makanan & Minuman,Semarang,6,75000,E-Wallet
ORD-1503,2026-07-15T00:00:00.000000,Rumah Tangga,Purworejo,2,75000,Kartu Kredit
ORD-1504,2026-07-13T00:00:00.000000,Elektronik,Purworejo,9,75000,Transfer Bank
ORD-1505,2026-07-22T00:00:00.000000,Fashion,Purworejo,2,500000,COD
ORD-1506,2026-07-11T00:00:00.000000,Makanan & Minuman,Yogyakarta,4,100000,COD
ORD-1507,2026-07-22T00:00:00.000000,Rumah Tangga,Yogyakarta,4,50000,E-Wallet
ORD-1508,2026-07-05T00:00:00.000000,Elektronik,Semarang,7,150000,Transfer Bank
ORD-1509,2026-07-12T00:00:00.000000,Elektronik,Solo,2,500000,Kartu Kredit
ORD-1510,2026-07-10T00:00:00.000000,Kesehatan & Kecantikan,Purworejo,7,25000,Kartu Kredit
ORD-1511,2026-07-22T00:00:00.000000,Elektronik,Yogyakarta,5,50000,COD
ORD-1512,2026-07-23T00:00:00.000000,Fashion,Magelang,2,500000,COD
ORD-1513,2026-07-10T00:00:00.000000,Rumah Tangga,Solo,9,250000,COD
ORD-1514,2026-07-10T00:00:00.000000,Makanan & Minuman,Solo,6,25000,COD
ORD-1515,2026-07-29T00:00:00.000000,Rumah Tangga,Magelang,7,150000,Transfer Bank
ORD-1516,2026-07-26T00:00:00.000000,Rumah Tangga,Semarang,9,100000,Transfer Bank
ORD-1517,2026-07-21T00:00:00.000000,Fashion,Solo,5,75000,Kartu Kredit
ORD-1518,2026-07-07T00:00:00.000000,Rumah Tangga,Solo,5,25000,Kartu Kredit
ORD-1519,2026-07-30T00:00:00.000000,Makanan & Minuman,Magelang,2,250000,Transfer Bank
ORD-1520,2026-07-30T00:00:00.000000,Fashion,Purworejo,7,250000,E-Wallet
ORD-1521,2026-07-14T00:00:00.000000,Makanan & Minuman,Semarang,3,75000,COD
ORD-1522,2026-07-20T00:00:00.000000,Makanan & Minuman,Yogyakarta,8,150000,Kartu Kredit
ORD-1523,2026-07-22T00:00:00.000000,Elektronik,Semarang,9,500000,E-Wallet
ORD-1524,2026-07-22T00:00:00.000000,Elektronik,Solo,2,100000,COD
ORD-1525,2026-07-09T00:00:00.000000,Rumah Tangga,Magelang,7,50000,Kartu Kredit
ORD-1526,2026-07-20T00:00:00.000000,Fashion,Purworejo,7,250000,Transfer Bank
ORD-1527,2026-07-27T00:00:00.000000,Fashion,Solo,7,75000,E-Wallet
ORD-1528,2026-07-04T00:00:00.000000,Makanan & Minuman,Solo,5,250000,Kartu Kredit
ORD-1529,2026-07-29T00:00:00.000000,Kesehatan & Kecantikan,Solo,1,50000,Transfer Bank
ORD-1530,2026-07-02T00:00:00.000000,Makanan & Minuman,Yogyakarta,3,500000,E-Wallet
ORD-1531,2026-07-21T00:00:00.000000,Kesehatan & Kecantikan,Purworejo,5,75000,E-Wallet
ORD-1532,2026-07-28T00:00:00.000000,Kesehatan & Kecantikan,Semarang,5,25000,Kartu Kredit
ORD-1533,2026-07-26T00:00:00.000000,Kesehatan & Kecantikan,Magelang,4,75000,Kartu Kredit
ORD-1534,2026-07-23T00:00:00.000000,Makanan & Minuman,Magelang,7,250000,COD
ORD-1535,2026-07-12T00:00:00.000000,Fashion,Semarang,3,50000,Transfer Bank
ORD-1536,2026-07-17T00:00:00.000000,Kesehatan & Kecantikan,Semarang,5,500000,Kartu Kredit
ORD-1537,2026-07-08T00:00:00.000000,Makanan & Minuman,Semarang,7,75000,Kartu Kredit
ORD-1538,2026-07-19T00:00:00.000000,Kesehatan & Kecantikan,Purworejo,8,100000,Kartu Kredit
ORD-1539,2026-07-11T00:00:00.000000,Elektronik,Yogyakarta,9,50000,Transfer Bank
ORD-1540,2026-07-31T00:00:00.000000,Elektronik,Yogyakarta,4,75000,COD
ORD-1541,2026-07-23T00:00:00.000000,Elektronik,Purworejo,7,50000,COD
ORD-1542,2026-07-14T00:00:00.000000,Kesehatan & Kecantikan,Solo,9,75000,E-Wallet
ORD-1543,2026-07-16T00:00:00.000000,Rumah Tangga,Purworejo,6,75000,Transfer Bank
ORD-1544,2026-07-17T00:00:00.000000,Elektronik,Magelang,8,250000,E-Wallet
ORD-1545,2026-07-08T00:00:00.000000,Rumah Tangga,Solo,1,250000,Kartu Kredit
ORD-1546,2026-07-19T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,9,25000,COD
ORD-1547,2026-07-07T00:00:00.000000,Rumah Tangga,Semarang,7,25000,Transfer Bank
ORD-1548,2026-07-12T00:00:00.000000,Makanan & Minuman,Magelang,7,100000,E-Wallet
ORD-1549,2026-07-28T00:00:00.000000,Kesehatan & Kecantikan,Yogyakarta,5,25000,Kartu Kredit
ORD-1550,2026-07-12T00:00:00.000000,Rumah Tangga,Magelang,2,150000,Transfer Bank
ORD-1551,2026-07-31T00:00:00.000000,Elektronik,Semarang,3,25000,Transfer Bank
ORD-1552,2026-07-10T00:00:00.000000,Kesehatan & Kecantikan,Magelang,2,150000,E-Wallet
ORD-1553,2026-07-18T00:00:00.000000,Makanan & Minuman,Magelang,8,50000,E-Wallet
ORD-1554,2026-07-03T00:00:00.000000,Fashion,Magelang,2,500000,Kartu Kredit
ORD-1555,2026-07-25T00:00:00.000000,Elektronik,Yogyakarta,2,500000,Kartu Kredit
ORD-1556,2026-07-01T00:00:00.000000,Makanan & Minuman,Solo,4,150000,Transfer Bank
ORD-1557,2026-07-13T00:00:00.000000,Kesehatan & Kecantikan,Solo,8,250000,COD
ORD-1558,2026-07-06T00:00:00.000000,Fashion,Yogyakarta,8,25000,Kartu Kredit
ORD-1559,2026-07-25T00:00:00.000000,Makanan & Minuman,Solo,4,50000,Transfer Bank
ORD-1560,2026-07-05T00:00:00.000000,Fashion,Magelang,2,250000,Transfer Bank
ORD-1561,2026-07-22T00:00:00.000000,Makanan & Minuman,Magelang,6,250000,Kartu Kredit
ORD-1562,2026-07-15T00:00:00.000000,Makanan & Minuman,Solo,4,100000,COD
ORD-1563,2026-07-16T00:00:00.000000,Makanan & Minuman,Yogyakarta,5,150000,COD
